region,category,domain,dnssec_apex,dkim_selector,dkim_kind,dkim_validated
US,gov-census,onlyfarms.gov,unsigned,none,none,na
US,gov-census,nepa.gov,signed,none,none,na
US,gov-census,nco.gov,signed,none,none,na
US,gov-census,ondcp.gov,signed,none,none,na
US,gov-census,passport.gov,unsigned,none,none,na
US,gov-census,nano.gov,signed,none,none,na
US,gov-census,ostp.gov,signed,none,none,na
US,gov-census,passports.gov,unsigned,none,none,na
US,gov-census,realfood.gov,unsigned,none,none,na
US,gov-census,pci.gov,signed,none,none,na
US,gov-census,saveamerica.gov,unsigned,none,none,na
US,gov-census,techforce.gov,unsigned,none,none,na
US,gov-census,safedc.gov,unsigned,none,none,na
US,gov-census,pitctestdomain.gov,signed,none,none,na
US,gov-census,sotu.gov,signed,none,none,na
US,gov-census,transparency.gov,unsigned,none,none,na
US,gov-census,trumprx.gov,unsigned,none,none,na
US,gov-census,trumpira.gov,unsigned,none,none,na
US,gov-census,quantum.gov,signed,none,none,na
US,gov-census,glri.gov,unsigned,none,none,na
US,gov-census,ustr.gov,signed,none,none,na
US,gov-census,trumpcard.gov,signed,none,none,na
US,gov-census,usds.gov,signed,none,none,na
US,gov-census,usdigitalservice.gov,signed,none,none,na
US,gov-census,pitc.gov,unsigned,none,none,na
US,gov-census,whitehouse.gov,signed,selector1,cname,no
US,gov-census,waste.gov,signed,none,none,na
US,gov-census,exim.gov,signed,selector2,cname,no
US,gov-census,whcs.gov,signed,none,none,na
US,gov-census,fcc.gov,unsigned,selector1,cname,no
US,gov-census,wh.gov,signed,none,none,na
US,gov-census,whms.gov,signed,none,none,na
US,gov-census,whes.gov,signed,none,none,na
US,gov-census,accedeainternet.gov,signed,none,none,na
US,gov-census,why.gov,signed,none,none,na
US,gov-census,broadbandmap.gov,signed,none,none,na
US,gov-census,getinternet.gov,signed,none,none,na
US,gov-census,fdic.gov,signed,none,none,na
US,gov-census,fdicconnect.gov,signed,none,none,na
US,gov-census,ferc.gov,signed,selector2,cname,no
US,gov-census,fdicig.gov,signed,none,none,na
US,gov-census,fdicoig.gov,signed,none,none,na
US,gov-census,fhfaoig.gov,signed,selector1,cname,no
US,gov-census,myfdic.gov,signed,none,none,na
US,gov-census,ofia.gov,signed,none,none,na
US,gov-census,fmc.gov,unsigned,selector2,cname,no
US,gov-census,flra.gov,signed,selector2,cname,no
US,gov-census,fhfa.gov,signed,k2,cname,no
US,gov-census,fpisc.gov,signed,google,direct,yes
US,gov-census,permitting.gov,unsigned,google,direct,no
US,gov-census,mortgagetranslations.gov,signed,none,none,na
US,gov-census,frtib.gov,signed,selector1,cname,no
US,gov-census,fmcs.gov,signed,selector2,cname,no
US,gov-census,tsp.gov,signed,selector1,cname,no
US,gov-census,consumersentinel.gov,signed,selector1,cname,no
US,gov-census,exploretsp.gov,signed,none,none,na
US,gov-census,alertaenlinea.gov,signed,none,none,na
US,gov-census,frtibtest.gov,signed,none,none,na
US,gov-census,fmshrc.gov,unsigned,selector1,cname,no
US,gov-census,donotcall.gov,signed,selector1,cname,no
US,gov-census,fec.gov,unsigned,selector2,cname,no
US,gov-census,tsptest.gov,signed,none,none,na
US,gov-census,ftc.gov,signed,selector1,cname,no
US,gov-census,identitytheft.gov,signed,selector1,cname,no
US,gov-census,consumer.gov,signed,none,none,na
US,gov-census,consumidor.gov,signed,none,none,na
US,gov-census,dontserveteens.gov,signed,none,none,na
US,gov-census,hsr.gov,signed,none,none,na
US,gov-census,militaryconsumer.gov,signed,none,none,na
US,gov-census,robodeidentidad.gov,signed,selector1,cname,no
US,gov-census,400yaahc.gov,unsigned,none,none,na
US,gov-census,onguardonline.gov,signed,none,none,na
US,gov-census,acquisition.gov,signed,none,none,na
US,gov-census,acquisitiongateway.gov,unsigned,none,none,na
US,gov-census,18f.gov,unsigned,none,none,na
US,gov-census,econsumer.gov,signed,none,none,na
US,gov-census,adr.gov,unsigned,none,none,na
US,gov-census,cbca.gov,signed,google,direct,yes
US,gov-census,afadvantage.gov,signed,none,none,na
US,gov-census,sentinel.gov,signed,none,none,na
US,gov-census,cao.gov,signed,none,none,na
US,gov-census,buyamerican.gov,signed,none,none,na
US,gov-census,cfo.gov,signed,google,direct,yes
US,gov-census,challenge.gov,signed,google,direct,yes
US,gov-census,benefits.gov,unsigned,none,none,na
US,gov-census,cio.gov,unsigned,google,direct,no
US,gov-census,cloud.gov,unsigned,google,direct,no
US,gov-census,citizenscience.gov,signed,none,none,na
US,gov-census,code.gov,unsigned,none,none,na
US,gov-census,coffa.gov,signed,none,none,na
US,gov-census,fca.gov,unsigned,selector2,cname,no
US,gov-census,contractdirectory.gov,signed,none,none,na
US,gov-census,computersforlearning.gov,unsigned,none,none,na
US,gov-census,cdo.gov,signed,none,none,na
US,gov-census,councils.gov,unsigned,none,none,na
US,gov-census,digitaldashboard.gov,signed,none,none,na
US,gov-census,digitalgov.gov,unsigned,none,none,na
US,gov-census,digital.gov,unsigned,none,none,na
US,gov-census,ecpic.gov,signed,none,none,na
US,gov-census,data.gov,signed,none,none,na
US,gov-census,facadatabase.gov,signed,google,direct,yes
US,gov-census,esrs.gov,signed,none,none,na
US,gov-census,evaluation.gov,unsigned,none,none,na
US,gov-census,fai.gov,signed,google,direct,yes
US,gov-census,faca.gov,signed,google,direct,yes
US,gov-census,fac.gov,unsigned,google,direct,no
US,gov-census,fbf.gov,signed,none,none,na
US,gov-census,fapiis.gov,unsigned,none,none,na
US,gov-census,fbo.gov,signed,none,none,na
US,gov-census,fdms.gov,signed,none,none,na
US,gov-census,fcsm.gov,signed,none,none,na
US,gov-census,fedramp.gov,signed,google,direct,yes
US,gov-census,fedinfo.gov,signed,google,direct,yes
US,gov-census,firstgov.gov,signed,none,none,na
US,gov-census,fleet.gov,unsigned,none,none,na
US,gov-census,fmi.gov,signed,none,none,na
US,gov-census,fpc.gov,signed,none,none,na
US,gov-census,forms.gov,signed,none,none,na
US,gov-census,fpds.gov,signed,none,none,na
US,gov-census,fsd.gov,signed,none,none,na
US,gov-census,fsrs.gov,signed,none,none,na
US,gov-census,accessibility.gov,unsigned,none,none,na
US,gov-census,fpki.gov,signed,none,none,na
US,gov-census,consumeraction.gov,unsigned,none,none,na
US,gov-census,gobiernousa.gov,signed,none,none,na
US,gov-census,fpki-lab.gov,signed,none,none,na
US,gov-census,govloans.gov,unsigned,none,none,na
US,gov-census,gsa.gov,signed,google,direct,yes
US,gov-census,gsaadvantage.gov,signed,none,none,na
US,gov-census,go.gov,unsigned,none,none,na
US,gov-census,gsaig.gov,signed,selector1,cname,no
US,gov-census,gsafleet.gov,unsigned,none,none,na
US,gov-census,gsaauctions.gov,unsigned,none,none,na
US,gov-census,idmanagement.gov,signed,none,none,na
US,gov-census,itdashboard.gov,unsigned,none,none,na
US,gov-census,innovation.gov,unsigned,none,none,na
US,gov-census,login.gov,signed,google,direct,yes
US,gov-census,identitysandbox.gov,signed,none,none,na
US,gov-census,madeinamerica.gov,signed,none,none,na
US,gov-census,notify.gov,unsigned,none,none,na
US,gov-census,pic.gov,signed,google,direct,yes
US,gov-census,paymentaccuracy.gov,signed,none,none,na
US,gov-census,fcsic.gov,unsigned,mail,direct,no
US,gov-census,performance.gov,signed,none,none,na
US,gov-census,pif.gov,unsigned,google,direct,no
US,gov-census,ncmms.gov,unsigned,none,none,na
US,gov-census,plainlanguage.gov,unsigned,none,none,na
US,gov-census,ptt.gov,signed,none,none,na
US,gov-census,ppms.gov,unsigned,none,none,na
US,gov-census,presidentialinnovationfellows.gov,unsigned,none,none,na
US,gov-census,pki.gov,signed,none,none,na
US,gov-census,pki-lab.gov,signed,none,none,na
US,gov-census,realpropertyprofile.gov,signed,none,none,na
US,gov-census,regulations.gov,signed,none,none,na
US,gov-census,reginfo.gov,signed,none,none,na
US,gov-census,reporting.gov,signed,none,none,na
US,gov-census,realestatesales.gov,signed,none,none,na
US,gov-census,rocis.gov,signed,none,none,na
US,gov-census,sam.gov,unsigned,google,direct,no
US,gov-census,rpa.gov,signed,none,none,na
US,gov-census,fedidcard.gov,unsigned,none,none,na
US,gov-census,section508.gov,signed,none,none,na
US,gov-census,usa.gov,signed,none,none,na
US,gov-census,search.gov,unsigned,none,none,na
US,gov-census,sftool.gov,signed,none,none,na
US,gov-census,statspolicy.gov,signed,none,none,na
US,gov-census,businessusa.gov,unsigned,none,none,na
US,gov-census,usability.gov,unsigned,none,none,na
US,gov-census,usai.gov,unsigned,google,direct,no
US,gov-census,dns.gov,signed,selector1,direct,yes
US,gov-census,ussm.gov,signed,none,none,na
US,gov-census,cpars.gov,unsigned,none,none,na
US,gov-census,dotgov.gov,signed,selector1,cname,no
US,gov-census,domainops.gov,unsigned,none,none,na
US,gov-census,ecfc.gov,unsigned,none,none,na
US,gov-census,erpo.gov,unsigned,none,none,na
US,gov-census,dnsops.gov,unsigned,none,none,na
US,gov-census,kids.gov,unsigned,none,none,na
US,gov-census,igorville.gov,unsigned,none,none,na
US,gov-census,jpo.gov,unsigned,none,none,na
US,gov-census,lfs.gov,unsigned,none,none,na
US,gov-census,ns.gov,signed,selector1,direct,yes
US,gov-census,nic.gov,signed,none,none,na
US,gov-census,info.gov,unsigned,none,none,na
US,gov-census,nrpo.gov,unsigned,none,none,na
US,gov-census,psd.gov,unsigned,none,none,na
US,gov-census,owc.gov,unsigned,none,none,na
US,gov-census,psup.gov,unsigned,none,none,na
US,gov-census,pubservices.gov,unsigned,none,none,na
US,gov-census,osdls.gov,signed,none,none,na
US,gov-census,rpo.gov,unsigned,none,none,na
US,gov-census,truman.gov,unsigned,selector2,cname,no
US,gov-census,usitc.gov,signed,selector1,cname,no
US,gov-census,restorethegulf.gov,signed,google,direct,yes
US,gov-census,imls.gov,signed,selector2,cname,no
US,gov-census,iaf.gov,unsigned,google,direct,no
US,gov-census,usitcoig.gov,signed,selector1,cname,no
US,gov-census,jusfc.gov,unsigned,selector1,cname,no
US,gov-census,jamesmadison.gov,unsigned,selector1,cname,no
US,gov-census,usagov.gov,unsigned,none,none,na
US,gov-census,lsc.gov,signed,selector1,cname,no
US,gov-census,mspb.gov,unsigned,selector2,cname,no
US,gov-census,kennedy-center.gov,unsigned,none,none,na
US,gov-census,mcc.gov,signed,selector2,cname,no
US,gov-census,ecr.gov,signed,selector1,cname,no
US,gov-census,mcctest.gov,signed,selector1,cname,no
US,gov-census,informationliteracy.gov,signed,none,none,na
US,gov-census,nasa.gov,signed,selector1,cname,no
US,gov-census,pcah.gov,signed,none,none,na
US,gov-census,udall.gov,signed,selector2,cname,no
US,gov-census,us.gov,unsigned,none,none,na
US,gov-census,mmc.gov,unsigned,none,none,na
US,gov-census,globe.gov,signed,none,none,na
US,gov-census,scijinks.gov,signed,none,none,na
US,gov-census,usgeo.gov,signed,none,none,na
US,gov-census,earth.gov,unsigned,none,none,na
US,gov-census,bidenlibrary.gov,signed,none,none,na
US,gov-census,archives.gov,signed,none,none,na
US,gov-census,911commission.gov,signed,none,none,na
US,gov-census,bidenwhitehouse.gov,signed,none,none,na
US,gov-census,9-11commission.gov,signed,none,none,na
US,gov-census,bush41library.gov,signed,none,none,na
US,gov-census,clintonlibrary.gov,signed,none,none,na
US,gov-census,d250.gov,signed,none,none,na
US,gov-census,fcic.gov,signed,none,none,na
US,gov-census,dd214.gov,signed,none,none,na
US,gov-census,frc.gov,signed,none,none,na
US,gov-census,emergency-federal-register.gov,signed,none,none,na
US,gov-census,fordlibrarymuseum.gov,signed,none,none,na
US,gov-census,declaration250.gov,signed,none,none,na
US,gov-census,eisenhowerlibrary.gov,signed,none,none,na
US,gov-census,nara.gov,signed,selector1,cname,no
US,gov-census,georgewbushlibrary.gov,signed,none,none,na
US,gov-census,history.gov,signed,none,none,na
US,gov-census,obamalibrary.gov,signed,none,none,na
US,gov-census,lbjlibrary.gov,signed,none,none,na
US,gov-census,jfklibrary.gov,signed,none,none,na
US,gov-census,nixonlibrary.gov,signed,none,none,na
US,gov-census,jimmycarterlibrary.gov,signed,none,none,na
US,gov-census,obamawhitehouse.gov,signed,none,none,na
US,gov-census,ourdocuments.gov,signed,none,none,na
US,gov-census,ncpc.gov,signed,selector1,cname,no
US,gov-census,trumplibrary.gov,signed,none,none,na
US,gov-census,recordsmanagement.gov,signed,none,none,na
US,gov-census,trumpwhitehouse.gov,signed,none,none,na
US,gov-census,wartimecontracting.gov,signed,none,none,na
US,gov-census,ncd.gov,signed,selector2,cname,no
US,gov-census,trumanlibrary.gov,signed,none,none,na
US,gov-census,arts.gov,unsigned,selector1,cname,no
US,gov-census,reaganlibrary.gov,signed,none,none,na
US,gov-census,neh.gov,unsigned,selector2,cname,no
US,gov-census,nga.gov,signed,selector2,cname,no
US,gov-census,nea.gov,unsigned,none,none,na
US,gov-census,mycreditunion.gov,unsigned,none,none,na
US,gov-census,ncua.gov,unsigned,none,none,na
US,gov-census,nlrb.gov,unsigned,selector1,cname,no
US,gov-census,amtrakoig.gov,signed,selector1,cname,no
US,gov-census,humanities.gov,unsigned,none,none,na
US,gov-census,nsf.gov,unsigned,selector2,cname,no
US,gov-census,webharvest.gov,signed,none,none,na
US,gov-census,nmb.gov,unsigned,google,direct,no
US,gov-census,usap.gov,signed,selector1,cname,no
US,gov-census,nrc.gov,signed,selector1,cname,no
US,gov-census,nbrc.gov,signed,selector1,cname,no
US,gov-census,oshrc.gov,unsigned,selector1,cname,no
US,gov-census,ntsb.gov,signed,selector2,cname,no
US,gov-census,research.gov,unsigned,none,none,na
US,gov-census,benefeds.gov,signed,selector1,cname,no
US,gov-census,oge.gov,unsigned,selector1,cname,no
US,gov-census,sac.gov,unsigned,none,none,na
US,gov-census,nrc-gateway.gov,signed,none,none,na
US,gov-census,chcoc.gov,signed,default,direct,yes
US,gov-census,applicationmanager.gov,signed,none,none,na
US,gov-census,employeeexpress.gov,signed,none,none,na
US,gov-census,cybercareers.gov,signed,none,none,na
US,gov-census,sbst.gov,unsigned,none,none,na
US,gov-census,e-qip.gov,signed,none,none,na
US,gov-census,feb.gov,signed,none,none,na
US,gov-census,federaljobs.gov,signed,none,none,na
US,gov-census,fedjobs.gov,signed,none,none,na
US,gov-census,fedshirevets.gov,signed,none,none,na
US,gov-census,ltcfeds.gov,signed,selector1,cname,no
US,gov-census,fsafeds.gov,signed,none,none,na
US,gov-census,opm.gov,signed,selector1,cname,no
US,gov-census,fegli.gov,signed,none,none,na
US,gov-census,golearn.gov,signed,none,none,na
US,gov-census,pac.gov,signed,selector1,cname,no
US,gov-census,governmentjobs.gov,signed,none,none,na
US,gov-census,usalearning.gov,signed,default,direct,yes
US,gov-census,usajobs.gov,signed,dkim,direct,yes
US,gov-census,integrity.gov,signed,none,none,na
US,gov-census,telework.gov,signed,none,none,na
US,gov-census,unlocktalent.gov,signed,none,none,na
US,gov-census,usastaffing.gov,signed,none,none,na
US,gov-census,osc.gov,signed,selector2,cname,no
US,gov-census,pmf.gov,signed,none,none,na
US,gov-census,oscnet.gov,signed,selector1,direct,yes
US,gov-census,dni.gov,signed,selector1,cname,yes
US,gov-census,iarpa.gov,signed,none,none,na
